,0
Q9X1D1,75.0
A0A6P0UBP3,28.0
A0A265DVR3,29.0
A0A1I7EU32,28.0
A0A917UJT3,27.0
A0A1M4XQJ7,60.0
A0A542EVZ6,29.0
A0A1W1XVX9,60.0
A0A1L8CXB2,65.0
A0A6H9YR67,28.0
A0A917NY71,27.0
E4SEC1,70.0
A0A1Q8SUX2,28.0
A0A5C6U3L7,28.0
A0A8E3B2N5,26.5
A0A1H4Y967,29.0
A0A1X1CQ72,28.0
A0A1W1XIY2,60.0
A0A1R0KXW7,28.0
F2NPE5,70.0
F2NLJ7,70.0
A0A7W9SVP7,30.0
A0A1X1D0F7,28.0
A0A1H7FHR5,29.0
F6FQ26,28.5
A0A4Q1UWB9,28.0
E4UAP4,60.0
E4U7F9,60.0
A0A1G7ZTM0,75.0
A0A7D4HXH2,30.0
A0A1H4QVF5,29.0
D9S391,67.0
A0A1U7CZ11,28.0
A0A512L3K1,30.0
D9S3P4,67.0
F2NR27,70.0
A0A1W1XMR5,60.0
A0A1S1XGB4,27.0
A0A1H8NCI7,28.0
E4U7T1,60.0
A0A1L8CTY5,65.0
A0A1X7D5N3,28.0
C1DXN7,68.0
C1DXG7,68.0
A0A1I2EV29,29.0
A0A7Z0LV13,22.0
E4SE56,70.0
A0A7W7R4B3,27.5
A0A8H2QFJ1,22.0
F2NR60,70.0
A0A1M6HZH6,28.0
F2NMQ8,70.0
A0A1H9E8G7,28.0
A0A1H6BZP9,20.0
A0A7W5XLN3,28.0
A0A4Q1VED9,28.0
A0A6G4WK69,30.0
A0A4R6IZZ4,28.0
A0A316ENJ7,30.0
A0A840AQK2,25.0
A0A2T3LDV4,25.5
A0A1L8CS90,65.0
F2KR89,75.0
C7P859,85.0
A0A7W3TB91,28.0
A0A7W7AHM6,27.0
A0A1W1XPW2,60.0
C1DXH1,68.0
D9RZ68,67.0
A0A7W7IUR8,30.0
C1DU73,68.0
A0A2T5IBD6,27.0
Q9WZT9,75.0
A0A561QV87,28.0
A0A1Y0I3Y6,27.0
A0A1M4Z4W9,60.0
C7P9F7,85.0
A0A1G8BHK2,75.0
A0A085G2K0,30.0
Q9X0G7,75.0
A0A1M4ZNJ1,60.0
A0A511T0D0,28.0
A0A1L8CSE6,65.0
A0A149UXK2,27.0
A0A1X7HR63,30.0
A0A7W8ZCC2,28.0
C7P8A6,85.0
A0A510VCY1,29.0
A0A8I0H7J6,27.0
A0A919JJD0,27.0
A0A1G8CQ06,75.0
A0A1W1XSN5,60.0
A0A3A9ZJE2,29.0
A0A1W1X9F1,60.0
F2NQ69,70.0
A0A561VCS6,28.0
C7P5G9,85.0
A0A1X7D305,28.0
A0A1G6PCI2,28.0
A0A1L8CTD0,65.0
A0A177E7U8,65.0
A0A091BA45,29.0
A0A1W1X4P6,60.0
A0A1W1XNS8,60.0
A0A2P8H9R9,30.0
A0A1M6SXF8,30.0
A0A7W8Z8L0,28.0
A0A4V2FRK6,28.0
D4GF26,28.66666603088379
A0A1H9EKT1,28.0
F2NMB0,70.0
A0A366AWG4,20.0
A0A318D495,29.0
A0A7K3S3M5,27.0
D9S0N6,67.0
A0A3G7U9W2,29.0
A0A0F4JRT8,27.0
A0A4P7UG78,28.0
A0A177E549,65.0
A0A6A9QK66,88.0
A0A4V2FQY0,28.0
C1DUR8,68.0
A0A1W1XDS7,60.0
D9S3I6,67.0
A0A347UN02,28.0
A0A1S6RJ58,26.5
A0A561T8T5,28.0
A0A561TS08,28.0
C7P6G4,85.0
A0A1H7A753,30.0
D9RYF4,67.0
B0KBM6,65.0
A0A917NT01,27.0
A0A2T3J1U7,28.0
A0A1W1XH99,60.0
A0A7W5ACG9,28.0
A0A1H4JU76,29.0
A0A0S2G0K8,30.0
A0A4P7UAX5,28.0
E4SHR9,70.0
A0A7Z0BH22,28.0
A0A1I2GMW5,29.0
A0A1M5AK58,27.5
A0A7U9L3M3,26.5
A0A252C2Q3,30.0
A0A1Y0CL83,30.0
A0A0D0X9L2,28.0
E4U6F3,60.0
F9UEL2,26.0
A0A6A9QKI5,88.0
A0A1L8CWI4,65.0
A0A1E5E3W6,29.0
A0A1H8LWT4,30.0
A0A1L8CYU0,65.0
C7P5X6,85.0
A0A5D4SVY3,30.0
F2NPS3,70.0
A0A1N7DDA1,28.0
A0A562I850,27.0
E4SHK3,70.0
F2KQF3,75.0
A0A0U3P8L5,28.0
A0A1I2HB29,30.0
A0A1H0DET4,28.0
A0A916X5M9,28.0
A0A918ATT7,27.33333396911621
B0K9B4,65.0
A0A1M6WIE2,30.0
H8FY04,26.0
E4U9I4,60.0
A0A5M4FHM8,28.0
M3FIT0,28.0
A0A1R0KEX9,28.0
A0A1I3CXZ1,20.0
A0A1W1XKK6,60.0
A0A1W1X9X8,60.0
A0A1W1WY05,60.0
A0A1M4TS93,60.0
A0A1I2K0M0,27.0
A0A1G6V144,29.0
A0A919JB53,27.0
A0A1S6RNH4,26.5
A0A3M3BBL9,27.0
E4U9P8,60.0
A0A7W4UNF9,29.5
A0A6A9QGB2,88.0
A0A250V8U8,26.66666603088379
A0A1J6WM40,30.0
A0A4V3C3U0,28.0
A0A511T697,28.0
F2KPP4,75.0
A0A1I1PIR6,29.0
A0A1G6L336,30.0
A0A859QRD1,28.0
E4U5P8,60.0
A0A0F5VBC1,28.0
Q9WY96,75.0
Q9WXT9,75.0
A0A1M7FD76,28.0
C1DWJ7,68.0
D9S1E3,67.0
A0A5D4T7Y7,30.0
E4UAL6,60.0
E4SCE3,70.0
A0A323V582,29.0
A0A1G6AJX7,30.0
F2NR63,70.0
F2KQP2,75.0
A0A323V816,29.0
E4SGA9,70.0
E4UA44,60.0
A0A1L8CUN3,65.0
A0A8I0HAN0,27.0
F2KRJ4,75.0
F2NR64,70.0
A0A3N2B9P4,30.0
A0A2K8KF27,28.0
F2NNK3,70.0
D4GHA7,28.66666603088379
E4SGH1,70.0
A0A0A2MD44,29.0
A0A6H9Z9F4,28.0
A0A1M5HZK0,28.0
A0A117PHQ0,27.0
A0A1W1XGH3,60.0
D9S0H4,67.0
A0A1G8FDP5,75.0
A0A086BIY4,29.0
A0A1L8CVS1,65.0
A0A0D0HZJ0,30.0
A0A2K4X9B7,21.0
A0A177E798,65.0
A0A1M7A1Y6,30.0
A0A1H7E7H0,30.0
A0A1L8CRH7,65.0
A0A1M4TS00,60.0
A0A1M7CT46,30.0
F4GLJ6,30.0
A0A0S7EDX5,29.0
A0A1E5PVC4,27.0
A0A7D4DWE3,30.0
A0A0M0MQD3,30.0
A0A7W7VUG9,27.5
Q9X2C3,75.0
A0A2N9JD08,30.0
A0A2R4BR75,30.0
F2R1C7,27.0
A0A5M4FFH9,28.0
A0A7W7QZU3,27.5
A0A401J6W7,29.0
A0A1H1ARI9,28.0
C1DWW1,68.0
A0A5C6ZWT2,22.0
F2NQ40,70.0
C7P746,85.0
F2NMI6,70.0
F7ZEQ7,21.0
A0A1L8CU56,65.0
A0A1G7XZU4,75.0
D9S1J9,67.0
Q9X1R8,75.0
A0A143H9U4,30.0
A0A1H2WGZ7,28.0
Q9X054,75.0
E4UAR4,60.0
A0A4S3PY90,30.0
A0A917PEC5,27.0
A0A2V3YAE9,30.0
D9RZ76,67.0
A0A6H9Y5X5,28.0
A0A1L8CU40,65.0
A0A1I5WH23,28.0
A0A841E502,29.0
C1DVR7,68.0
A0A090T9D5,28.0
A0A1C4YXT5,28.0
A0A2T3LF55,25.5
A0A225SNJ9,29.0
A0A177E8M8,65.0
C1DX11,68.0
A0A1L8CSI4,65.0
A0A6G4ARY1,28.0
F2KT89,75.0
C1DTK7,68.0
A0A4Y8XUA2,28.0
D3F883,29.0
A0A8G2F8H1,30.0
A0A2T3IHN2,28.0
A0A3N2CVR0,27.0
A0A807AQR3,27.0
Q9WZ74,75.0
A0A7W4UPU2,29.5
C1DXV9,68.0
A0A7W7PNE3,26.5
A0A839RN79,29.0
D9S120,67.0
A0A7Y9X6I7,28.0
C7P7L6,85.0
F2KRI6,75.0
B0K823,65.0
A0A2R5F5A8,30.0
A0A1X3F5E0,30.0
G4HJC8,30.0
A0A7W6PNW5,30.0
A0A177E759,65.0
A0A0U5FHC3,27.0
A0A7W9SU51,30.0
A0A1W1X0K9,60.0
A0A1M7N717,30.0
A0A1J4N3B6,27.0
A0A318RXS6,28.0
A0A249MPV3,29.0
A0A1L8CVL4,65.0
A0A2K8KHR1,28.0
A0A0M0LKW4,30.0
A0A1W1XQJ2,60.0
A0A1W1XP50,60.0
A0A7W7IBE9,29.0
A0A421DJH1,28.0
A0A347UR24,28.0
A0A1H2KTW6,28.0
D9RYS3,67.0
E4U9L6,60.0
A0A3B0MDM1,20.0
A0A1W1XQS3,60.0
A0A1W1X0I2,60.0
A0A085G749,30.0
A0A6S6M0Z1,30.0
Q9X0T5,75.0
A0A1W1X6J1,60.0
A0A1W1XIX9,60.0
E4SHG6,70.0
A0A177E9E4,65.0
A0A561TKK1,28.0
A0A177E5Q6,65.0
A0A1I3UV51,17.0
A0A919W8G9,28.0
A0A1W1X7X0,60.0
C7P8P3,85.0
E4U8E3,60.0
A0A1W1XT80,60.0
A0A6G4AQG8,28.0
A0A1G8ACZ0,75.0
E4U3C1,25.0
A0A317NCY6,29.0
A0A1H6QGD6,30.0
A0A1G6QFU8,29.0
A0A1X7FDI7,30.0
A0A1J6X4A9,30.0
A0A7X0I9U5,28.0
A0A252A243,30.0
A0A6A9QEB4,88.0
A0A177E6E3,65.0
A0A1L0CDX9,13.5
C1DXL3,68.0
C1DXK1,68.0
D9S1N9,67.0
A0A0D0QF37,30.0
A0A1S6RPM0,26.5
E4U9S5,60.0
A0A7U9BYN2,29.0
A0A1H5UYT7,20.0
A0A7I9ZWJ5,28.0
A0A0T9TMD4,29.0
E4UAH9,60.0
A0A5B8V9P7,28.0
A0A556AL58,30.0
D9RXW6,67.0
A0A919JIR6,27.0
F2NL68,70.0
A0A1I2PAX8,27.0
A0A6G4APE9,28.0
A0A1L8CSA9,65.0
A0A1M7ZSK5,30.0
A0A1L8CVE6,65.0
A0A7W9MUE4,28.0
E4SD90,70.0
A0A7Y1SBS7,28.0
A0A1I4A8J3,17.0
A0A542XEE3,28.0
E4U701,60.0
A0A4S3PMR5,30.0
A0A0U5F1P1,30.0
A0A317N7E6,29.0
D5E1W2,30.0
D9S281,67.0
A0A3D9CPT9,30.0
A0A1M7G591,28.0
A0A919TB40,28.0
A0A7H0GBR4,30.0
A0A2N9JL70,30.0
A0A7W4ZQD3,26.5
A0A2P8HYM3,30.0
A0A931GDY2,30.0
F2KSH0,75.0
D9RZH6,67.0
A0A1C5AIX5,27.0
Q9X0I6,75.0
Q9X2D3,75.0
A0A7X5UXF9,30.0
I3CCI3,29.0
A0A101QIF4,27.0
A0A1I4EIP8,17.0
P38509,75.0
F2KRI1,75.0
F2NPY2,70.0
A0A7I9ZK42,28.0
A0A6A9QEP9,88.0
A0A7W3TFY8,28.0
M3FS63,28.0
F2NQN9,70.0
B0K838,65.0
A0A1W1XW99,60.0
A0A4R1HY34,28.0
A0A7Y9GC88,27.0
A0A3A5K5Z5,29.0
D9S389,67.0
A0A562ICS9,27.0
A0A7G9QUZ4,30.0
A0A177E4D7,65.0
A0A6H9YA09,28.0
A0A316EWR6,30.0
A0A177E9G6,65.0
A0A6H9YHX9,28.0
A0A1G8C0H7,75.0
A0A7W7ILY1,28.5
A0A7X6N9I9,26.0
A0A1I3EVJ7,20.0
D9RXM4,67.0
F2NMB7,70.0
I3CKM9,29.0
Q9X244,75.0
C7P5D8,85.0
G7GS57,30.0
A0A1H2QPU2,28.0
D9RY28,67.0
A0A7U9KYH2,26.5
A0A7Y9GIB1,27.0
A0A1C5J414,28.0
A0A1I1V5Y9,30.0
A0A1L8CVV3,65.0
A0A117QGC4,27.0
I3CGA1,29.0
A0A918AHY1,27.33333396911621
A0A1M4S700,60.0
A0A1G7YFF0,25.0
A0A7W4ZJR2,26.5
F2NM84,70.0
F2KQR5,75.0
A0A2K4X835,21.0
V8QWT9,28.0
A0A1J6W2D4,30.0
A0A0M0LJU1,30.0
A0A075P0L1,25.0
B0K7G0,65.0
A0A1G6C016,30.0
A0A075NWN2,25.0
C1DTD8,68.0
A0A6A9QHJ7,88.0
A0A1H1ZCP8,28.0
A0A2N3YL72,27.0
A0A6A9QGT3,88.0
A0A8I1FU58,27.0
A0A1X7HIS2,30.0
A0A7W9W4I7,30.0
A0A2K8K777,28.0
A0A1X6ZQQ7,25.0
A0A918JTK1,28.0
F2NMK2,70.0
A0A1G8CHB9,75.0
A0A7W7LZX8,26.5
A0A256GAT2,30.0
A0A7W5FIH2,28.0
A0A421DTE6,28.0
A0A177E780,65.0
F2NM34,70.0
E4SHV9,70.0
A0A6H9YD32,28.0
A0A2B1NH73,30.0
A0A561SYI7,28.0
B0KAR6,65.0
A0A6A9QEX0,88.0
A0A918EGM1,27.33333396911621
A0A7U9KSF6,26.5
D2QGC6,26.0
Q9WY94,75.0
C7P6L4,85.0
E4U4W3,60.0
A0A511D137,29.0
A0A1W1WYS1,60.0
A0A6H9Y9L5,28.0
E4SFW5,70.0
A0A7W9DQ00,28.0
A0A1S6RVB9,26.5
A0A511UIT0,29.0
A0A177E9N3,65.0
E4SGE1,70.0
A0A0T9UW15,29.0
A0A0U3NDT7,28.0
D9S290,67.0
A0A918IDE1,28.0
A0A1L8CTI3,65.0
A0A4R6TTA3,28.0
A0A2R4BKM0,30.0
E4U6Z9,60.0
C7P9R0,85.0
A0A066U1E5,27.0
A0A286H9M3,29.0
A0A0P9MAF8,27.0
A0A1I2YI89,27.0
A0A1W1X4J1,60.0
A0A6A9QEC9,88.0
D9RZ70,67.0
A0A7W4J9H1,28.0
A0A1H4FCM0,13.0
F2NL98,70.0
A0A1H7EF93,30.0
A0A1X7EXA0,30.0
A0A177E9C5,65.0
A0A1M4ZUU3,60.0
C1DX94,68.0
A0A4Q1ULB1,28.0
F2KPB8,75.0
B0K9A0,65.0
A0A3A9YXJ8,29.0
A0A1M4VVP2,60.0
F2KRI2,75.0
A0A557P2Q3,28.0
A0A1M6MR58,28.0
F2KR75,75.0
A0A085ZVN4,28.0
A0A401IWU0,29.0
E4SGK7,70.0
A0A1V4T100,28.0
A0A177EAH3,65.0
A0A921SMZ9,28.0
A0A0P9GMM2,30.0
A0A7W7MWI3,29.0
A0A066U3T4,27.0
K8E3K8,30.0
V8QMW7,28.0
A0A177EC37,65.0
D9S298,67.0
D6Z2M4,30.0
F7ZGZ3,21.0
A0A098FPG7,27.0
A0A1I1EUK4,30.0
E4SGL5,70.0
A0A7Z8Y4B9,29.0
A0A853DL38,29.0
A0A6A9QGC4,88.0
A0A1L8CT96,65.0
A0A1C4W4N8,28.0
A0A6I4TNM8,30.0
A0A2V3XZL2,30.0
A0A1I1UXM2,29.0
A0A7W7M3D9,28.0
A0A1W1X2G4,60.0
A0A7K3Q0X7,27.0
A0A0P6YY43,27.0
F2KPU6,75.0
A0A1I0I3C4,28.0
C7P9Q9,85.0
A0A7U9PWD3,26.5
A0A0R2FXT3,30.0
A0A0M0LLV5,30.0
A0A064CMZ0,29.0
E4SDY6,70.0
A0A1L8CYC7,65.0
D9RYQ7,67.0
A0A916TU08,28.0
C1DT94,68.0
F9UFF6,26.0
A0A064CK50,29.0
K6WQP4,28.0
A0A3A9ZDM6,29.0
A0A250VAI8,26.66666603088379
F2NQE8,70.0
A0A256GFG7,30.0
A0A1H3DBK1,28.0
A0A1W1XQJ6,60.0
F2KMI6,75.0
A0A7Z0RYB8,22.0
C1DX70,68.0
Q9X0F9,75.0
C7P9K3,85.0
A0A8I1FUH2,27.0
F9U8Q5,26.0
A0A1C5GYG1,27.0
C7P8Q6,85.0
A0A7W4UPI4,29.5
A0A1H3A4T7,28.0
F2KNK1,75.0
D9S222,67.0
A0A1T5BAI5,20.0
A0A2T0U3K1,29.0
A0A7W9MY96,28.0
A0A839Z8H7,29.0
A0A0A0NMT9,27.0
C1DTM6,68.0
A0A064CBT1,29.0
K8EM33,30.0
F2KPW9,75.0
A0A1W1XEL0,60.0
A0A1C5GYI8,28.0
A0A3N2CSZ9,27.0
A0A7X4YCJ0,28.0
A0A6A9Q9C8,88.0
C1DUC2,68.0
F2KNF2,75.0
A0A1I2Y943,30.0
A0A7U9BY83,29.0
Q9X017,75.0
A0A7I9ZH03,28.0
A0A7W7SR52,28.0
A0A1L8CXV8,65.0
A0A6A9QFU1,88.0
A0A1G7AUT1,29.0
A0A1G7IPL5,28.0
E4U8D2,60.0
A0A916TNR6,28.0
A0A1I3NMN3,20.0
A0A1L3Q302,30.0
E4U547,60.0
A0A6P2P5U1,30.0
A0A511T684,28.0
A0A916TUN5,28.0
A0A177E5P0,65.0
A0A7I7QG06,29.0
A0A561R712,28.0
A0A512M2H0,30.0
A0A1E5PVC3,27.0
A0A2B4IP17,30.0
A0A177EB67,65.0
A0A6A9QDF0,88.0
A0A512L7Z6,30.0
A0A807ARA5,27.0
A0A177E7G3,65.0
A0A327ZFN8,28.0
A0A1C5IVS6,28.0
A0A2K8NYS2,23.0
A0A316EPZ5,30.0
A0A840EZB2,29.0
A0A1M4UPE2,60.0
A0A7W7GQD8,28.0
A0A0M0LAM5,30.0
A0A7W7N7M3,30.0
C1DT79,68.0
A0A1L8CY81,65.0
A0A327Z0S0,28.0
A0A8I0GZG0,27.0
F2NLL8,70.0
C7P7A0,85.0
A0A1L8CWM2,65.0
A0A1M5AII4,60.0
A0A1M4XFR0,60.0
A0A7W7V9J2,26.5
A0A1M4TGC6,60.0
A0A1S6RMN9,26.5
A0A502FYY2,23.0
A0A8J3AYK4,28.0
A0A1H1I4T0,30.0
A0A4Q7D2R6,30.0
A0A6P2R0B6,30.0
C1DXN0,68.0
A0A1I1NYD6,29.0
A0A1A9FQ25,30.0
A0A4R7V758,28.0
A0A2R5EXI6,30.0
A0A1L8CYM4,65.0
A0A3D9DTA1,30.0
D9RZZ5,67.0
I3CL76,29.0
A0A7X0IM00,28.0
A0A1G8FDL7,75.0
D9S149,67.0
E4SER6,70.0
A0A256GEQ7,28.0
A0A7W9SWU5,30.0
E4U896,60.0
A0A1C5ANF4,28.0
A0A2N9JBT8,30.0
A0A8I0H4U9,27.0
A0A840AT47,25.0
A0A177E7C8,65.0
A0A0U5FKL9,27.0
A0A177E8H5,65.0
A0A1W1XXU2,60.0
A0A225T0N5,29.0
A0A561WJM8,28.0
A0A1W1YFA1,28.0
F2F5I5,28.5
E4U6Z1,60.0
F2KP13,75.0
A0A807AI28,27.0
A0A3L8RH56,27.0
A0A1G7YC37,75.0
A0A6A9QHS2,88.0
A0A1L8CVH6,65.0
A0A4Y8ZIZ4,28.0
A0A917KKS9,27.0
A0A1M5A1K7,60.0
A0A918IEC4,28.0
A0A7W7EWY7,27.0
A0A7Y3IM04,28.0
A0A6A9QIS6,88.0
A0A1G7XLR1,28.0
A0A919JS97,27.0
F2NLT9,70.0
A0A7W7RAQ5,27.5
A0A7U2QBL9,27.0
A0A7W9EG68,28.0
A0A1H8DD03,28.0
A0A0F5V8M7,28.0
A0A1W2AXK6,28.0
D9S0K0,67.0
C7P750,85.0
A0A1Y0I8X1,27.0
C7P9I5,85.0
Q9X116,75.0
A0A7W3Y200,28.0
A0A919TEW9,28.0
A0A066TQ04,27.0
A0A7W7PSB0,26.5
A0A064CQF5,29.0
A0A1H1UYW2,28.0
A0A0D1AAB5,25.0
A0A931GAQ7,30.0
A0A1L8CUD7,65.0
A0A177E904,65.0
G4H8Y4,30.0
A0A7W7I7R6,29.0
A0A3G5F7C4,29.0
A0A1I2GC41,29.0
F2KT43,75.0
F2F9D5,28.5
A0A7W3Y280,28.0
A0A7W5TTC5,28.0
D9RZM2,67.0
A0A6A9QDP6,88.0
A0A117PIG6,27.0
C1DTD4,68.0
A0A0D0UX90,28.0
A0A7W7AM68,27.0
A0A317N7R7,29.0
A0A0H4QKS3,30.0
D9RYY5,67.0
A0A1G8EIG7,75.0
A0A1H4GBD3,13.0
A0A7I9ZFB1,28.0
A0A1G8FJQ6,75.0
A0A7I7Q342,29.0
A0A1E5PPP5,27.0
A0A3G7UGK3,29.0
A0A1M4TF99,60.0
E4SDX7,70.0
A0A1M5A467,60.0
A0A3M9XMQ8,26.0
A0A8I1FSC8,27.0
A0A1L8CX11,65.0
F2KN76,75.0
A0A4V1P7B8,28.0
A0A3G7UEX2,29.0
A0A7W7PS72,26.5
A0A2T0UQM2,29.0
E4U6M9,60.0
A0A250VRA2,26.66666603088379
A0A7W7M478,28.0
Q9WZM3,75.0
C1DV99,68.0
A0A1W1XRP9,60.0
A0A1M4XAD8,60.0
A0A1M4YNM8,60.0
A0A064CAM0,29.0
A0A1L8CUR4,65.0
A0A7W9J5P7,28.0
A0A1W1XVU7,60.0
A0A1W1XA75,60.0
A0A4R6ZWN4,27.0
A0A542XEK5,28.0
A0A7W7LU89,26.5
A0A1W1X8Y5,60.0
F2NLS3,70.0
F2KMK3,75.0
A0A807AS72,27.0
C7P9C5,85.0
A0A1L8CU91,65.0
A0A542XEJ5,28.0
D9S3L7,67.0
A0A177E8V5,65.0
A0A086BIN1,29.0
A0A1R4LJG3,27.0
A0A4Y9AH01,30.0
A0A0A0NHM9,27.0
A0A7W7AI63,27.0
F2KMI1,75.0
E4UAK4,60.0
A0A557PFK2,28.0
A0A6A9QL18,88.0
F2NNV7,70.0
A0A4V1P4L1,28.0
A0A1W1X8D6,60.0
A0A0L0IUP7,28.0
C1DVH3,68.0
C7P5J7,85.0
A0A1H6UNG4,30.0
A0A1W1XVK0,60.0
A0A0P9K505,27.0
B0K8X5,65.0
A0A6A9QIV7,88.0
A0A6A9QGH1,88.0
A0A7Y9X6H4,28.0
A0A077M6X3,28.0
C1DW13,68.0
A0A095T5G3,28.0
A0A0S2G3X9,30.0
A0A918EE16,27.33333396911621
A0A6A9QEM1,88.0
B0KCR3,65.0
A0A1G6L3K5,28.0
A0A5D4S450,30.0
A0A2P5Z7E7,28.0
F2NNC1,70.0
A0A7X4YEG8,28.0
A0A6A9QJY2,88.0
A0A177E4M1,65.0
A0A1R0KPI1,28.0
A0A1M5MA72,28.0
E4U501,60.0
A0A1L8CUM5,65.0
A0A4Q7V230,28.0
A0A8J3AY26,28.0
E3H978,30.0
A0A7Y9GFN4,27.0
A0A1H8PMB7,30.0
A0A1H8IUS7,30.0
A0A2P8HL79,30.0
A0A1C5AM05,27.0
G7ZCM4,30.0
D3FEP4,29.0
C7P6M2,85.0
E4SF05,70.0
A0A1H6TIW3,30.0
V4QDA5,30.0
F2KQK9,75.0
F2NNU2,70.0
A0A1I0BRF3,28.0
A0A853DMU0,29.0
A0A1I5TAF9,27.0
D5DVH6,30.0
A0A7W7I7N2,29.0
A0A561SU48,28.0
A0A1L8CVD7,65.0
A0A1Y0IBL0,27.0
A0A5D4SH64,30.0
D9S1D6,67.0
Q9X1S6,75.0
E4U5S8,60.0
A0A7X5ZW10,30.0
A0A1H4XT46,29.0
A0A839RI92,29.0
A0A177E7M8,65.0
A0A1Y0I6L9,27.0
F2KP29,75.0
F2NR52,70.0
F2KSG7,75.0
E4U4M0,60.0
A0A6A9QML7,88.0
A0A091ANU9,29.0
A0A1L8CWC7,65.0
A0A1H4CM63,30.0
A0A919MQK1,27.0
A0A316EYB7,30.0
E4SGA7,70.0
A0A8J3F518,28.0
I4AQ78,29.0
A0A8J3F913,28.0
B0KA55,65.0
A0A1M7AEI2,30.0
A0A1J4MZ35,27.0
C7P8I4,85.0
A0A4R2NTD9,25.0
A0A177E7J7,65.0
A0A6A9QFT9,88.0
A0A7W8Z149,28.0
A0A2V5L779,16.0
A0A0D2GN30,30.0
A0A1M4XPA3,60.0
A0A1Y0IFS1,27.0
F2NNU0,70.0
A0A7X0I9S5,28.0
A0A561QWA8,28.0
S5TK75,25.0
F2NM17,70.0
A0A1G9J8Q3,30.0
Q9WZG6,75.0
E4SB30,70.0
Q9X2D0,75.0
A0A1L8CXV4,65.0
A0A1I1L112,30.0
A0A1H2KUF0,28.0
B0KB51,65.0
E4SDD9,70.0
A0A1W1XVM3,60.0
A0A1A9FJC9,30.0
F2R6A9,27.0
A0A1J4NAG1,27.0
E4UAT3,60.0
F2KPH8,75.0
A0A1W1XUI2,60.0
A0A149V6Q5,27.0
A0A1H7RHJ5,29.0
E4U6J0,60.0
A0A3E0B5N0,28.0
M3EK82,28.0
F2KQR4,75.0
D5QHP9,27.799999237060547
A0A075P1K5,25.0
E4U5V1,60.0
A0A1L8CX26,65.0
A0A1W1XSB1,60.0
A0A6H9YVQ3,28.0
C1DTL1,68.0
A0A6A9QHQ8,88.0
D9RZT7,67.0
F2R4H3,27.0
E3H8I8,30.0
Q9X0H1,75.0
A0A6P2H5Y3,30.0
A0A7W9J7H0,28.0
A0A1M4VNL0,60.0
A0A1T5AVF4,20.0
A0A1W1XP56,60.0
E4SEM4,70.0
A0A916TQ94,28.0
A0A432ZC78,28.0
A0A0U5FDX8,27.0
E4U944,60.0
A0A511CXV7,29.0
A0A917UM69,27.0
F2NLA3,70.0
A0A511SW42,28.0
A0A075P0A0,25.0
A0A1E5DZ16,29.0
A0A2K8KB86,28.0
F2KRF3,75.0
A0A085YYI8,28.0
E4SEW9,70.0
A0A265E262,29.0
A0A1H5YMD6,20.0
A0A1L8CSY7,65.0
A0A318RVW5,28.0
A0A1G8FRU4,75.0
A0A561QAY9,28.0
C7P6I4,85.0
A0A1E5P053,27.0
A0A2V3Y703,30.0
B6BLS4,15.0
A0A1G7V8X7,25.0
A0A6A9Q9R4,88.0
A0A177EBC8,65.0
A0A256GME5,28.0
A0A177EBF1,65.0
A0A7K3Q7Q4,27.0
A0A6A9QQI0,88.0
A0A7W7MWA2,29.0
A0A918AIY8,27.33333396911621
A0A318RL69,28.0
A0A1M5EM30,25.0
A0A1W1XJV6,60.0
A0A1V4T6F7,28.0
A0A839RIE0,29.0
F2NKY4,70.0
A0A177E7M3,65.0
A0A7U9C317,29.0
A0A1H7EJG4,30.0
A0A1G8INA3,30.0
A0A1C5HKQ4,28.0
C1DXM9,68.0
A0A6G4AAG7,28.0
A0A5D4SNC2,30.0
A0A1L8CYT3,65.0
A0A8H2LEZ6,22.0
C1DTY9,68.0
A0A6A9QIX6,88.0
A0A1Q8SXD2,28.0
D9S1D0,67.0
A0A1N6VV48,28.0
A0A7K3S5Y5,27.0
C1DUF4,68.0
A0A1W1XK07,60.0
A0A6A9QJ31,88.0
D9RZF6,67.0
F2KQZ8,75.0
A0A1W1XTC7,60.0
A0A1G8MUQ3,30.0
E4UAR1,60.0
A0A066U949,27.0
F2NP12,70.0
A0A1W1XGL6,60.0
A0A066UBM9,27.0
A0A177E845,65.0
A0A7G5Z1D4,28.0
A0A2N3YLH4,27.0
A0A1H6VF54,30.0
A0A1L8CVB6,65.0
Q9WZ61,75.0
Q9X0L2,75.0
A0A149UQG2,27.0
A0A256GY13,28.0
A0A1M5ALB8,60.0
B0KD22,65.0
A0A1H1DIW1,28.0
A0A7U9KWI8,26.5
D9S3K7,67.0
A0A6H9YJB4,28.0
F2KSK2,75.0
A0A1W1X198,60.0
A0A1L8CX65,65.0
A0A7K3RZA0,27.0
A0A7W4US06,29.5
A0A1I3F6W2,20.0
F2KNQ8,75.0
A0A7W9AI77,28.0
A0A919JLC0,27.0
A0A6A9QGM0,88.0
A0A7W7R420,27.5
A0A1U7CRY0,28.0
A0A1I5R6K8,28.0
I4AGR7,29.0
A0A0A2VEV1,30.0
A0A1H7VID1,29.0
C7P7X3,85.0
F2KQJ6,75.0
A0A1I1KP59,29.0
A0A177E5B3,65.0
A0A1M4XLW6,60.0
C7P7V6,85.0
F2KQW8,75.0
A0A3N1XV15,30.0
A0A1M5B8A4,60.0
B0KB52,65.0
A0A7W9MWU0,28.0
A0A0H4QEE6,30.0
